datetime,customer_id,current_balance,lifetime_trip_count,avg_passenger_count,created
2022-12-08 13:00:00+00:00,20994,25.128645,35,1.1117879,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20994,16.762142,39,2.2934206,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20994,35.85738,43,2.7735927,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20993,11.963676,16,2.359113,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20993,42.556328,20,2.5334654,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20993,39.094315,25,1.5435274,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20993,44.156704,30,1.9083902,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20993,21.246813,35,2.8409734,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20993,13.663112,40,2.5006888,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20993,25.377077,45,1.3024627,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20992,26.51264,17,2.4808097,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20992,19.073181,22,2.770138,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20992,10.523055,27,1.2188753,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20992,33.44291,32,1.8276367,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20992,39.129894,37,2.7841685,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20992,41.15224,42,2.6552203,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20992,22.461678,48,1.3433936,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20991,40.968216,17,1.1932164,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20991,20.414576,22,1.776899,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20991,42.284462,27,2.6798904,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20991,21.354414,33,2.4452133,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20991,20.361341,38,2.4952404,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20991,19.331123,43,2.5906456,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20991,45.231686,49,1.853472,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20990,16.351862,11,2.101018,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20990,11.980924,16,1.285442,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20990,33.32693,21,2.2408657,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20990,47.677387,26,1.5704157,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20990,14.710817,31,1.665953,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20990,16.543066,36,2.1036534,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20990,32.22395,42,2.6797597,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20989,34.314674,14,1.1889842,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20989,25.342543,18,2.3875568,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20989,20.930431,23,2.560242,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20989,21.530746,28,2.2356207,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20989,27.195559,32,2.5355396,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20989,17.348085,37,2.5624537,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20989,35.83906,42,2.241735,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20988,37.97713,10,1.1577502,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20988,29.452871,15,2.6234665,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20988,22.855276,20,1.7532133,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20988,29.304276,26,2.4862566,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20988,20.52318,31,2.9330525,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20988,23.692482,36,1.8185178,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20988,17.537033,42,1.1737642,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20987,14.837194,14,2.8563147,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20987,19.850576,18,2.795418,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20987,12.169926,23,1.2287909,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20987,17.414549,27,1.6873553,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20987,37.256516,32,2.002954,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20987,34.988113,36,1.1498903,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20987,46.34253,41,1.1704663,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20986,44.813156,11,2.4332757,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20986,14.386187,15,1.8621836,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20986,47.811787,20,2.3104904,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20986,11.111831,25,1.0907544,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20986,41.55484,30,1.8904213,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20986,44.340008,35,1.5674189,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20986,29.738522,40,2.2091265,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20985,16.382225,18,2.0839589,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20985,10.523232,23,2.7384002,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20985,29.00958,28,2.8387103,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20985,15.186137,34,2.880832,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20985,12.877799,39,1.2412207,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20985,15.546619,44,2.875932,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20985,28.119007,50,1.2739859,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20984,43.556713,12,2.1639612,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20984,46.026287,17,2.3902733,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20984,40.372875,23,1.619951,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20984,30.529182,28,1.7613236,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20984,17.269417,34,1.203523,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20984,44.824177,39,1.8286922,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20984,46.727398,45,2.6146607,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20983,11.098006,18,2.4487512,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20983,11.966986,22,1.0902593,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20983,11.520484,26,2.755457,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20983,13.059907,30,1.9873172,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20983,33.40455,34,2.4869263,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20983,39.336533,38,2.860493,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20983,12.926055,42,1.9801855,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20982,42.22759,13,2.0422103,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20982,48.4529,18,2.0738297,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20982,23.901606,24,1.6151123,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20982,14.229493,30,2.7711327,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20982,27.051857,36,1.7334583,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20982,45.31344,42,1.4482516,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20982,44.545395,48,1.3659722,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20981,23.6499,11,2.9231489,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20981,22.6365,16,1.3389812,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20981,16.680489,21,2.6338675,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20981,16.305843,26,1.663612,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20981,39.39015,31,2.9196386,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20981,27.897024,36,2.9079974,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20981,48.837807,41,1.2997425,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20980,45.776157,12,1.1873634,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20980,34.466534,17,2.089708,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20980,36.387093,23,1.0225481,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20980,12.555558,29,2.5503483,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20980,12.7359495,34,1.0266606,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20980,42.846893,40,2.0982876,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20980,19.897013,46,2.7535262,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20979,18.71942,17,2.167672,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20979,44.122852,20,2.335027,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20979,44.509373,24,2.3148773,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20979,44.96972,28,1.3581305,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20979,14.406774,32,1.6043844,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20979,42.39244,36,2.0921745,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20979,16.271975,40,1.9369732,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20978,18.482355,19,1.9283992,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20978,39.001225,24,2.1498055,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20978,11.449274,29,1.6045876,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20978,11.858397,34,2.611564,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20978,13.153615,39,2.823955,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20978,11.39538,44,1.3572682,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20978,14.393961,50,1.779489,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20977,48.574932,10,1.4894309,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20977,11.392241,16,2.0718567,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20977,29.361898,22,2.1718206,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20977,39.403217,28,1.1328528,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20977,23.089378,34,1.6651447,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20977,31.631433,40,2.6416605,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20977,45.16298,47,2.3859162,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20976,14.283259,18,2.4549782,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20976,32.85377,22,1.5759308,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20976,15.4235735,27,2.252493,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20976,45.541298,32,1.3386059,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20976,18.34507,37,1.8570423,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20976,42.83872,42,1.6637969,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20976,24.38274,47,1.4917034,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20975,12.546379,12,1.1619622,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20975,41.994064,17,2.4534001,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20975,18.912912,22,1.8942506,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20975,10.6444435,27,2.11447,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20975,40.533344,32,2.472479,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20975,29.099764,37,1.5756532,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20975,18.803013,43,2.4638686,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20974,47.76108,18,2.1934042,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20974,30.853888,22,1.3061762,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20974,27.194714,27,1.8614813,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20974,25.261135,32,1.9345667,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20974,27.458405,36,1.008562,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20974,28.949764,41,2.9254262,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20974,18.81261,46,1.5161506,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20973,35.42361,20,1.1202732,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20973,41.65776,24,2.5180943,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20973,24.021524,29,2.475869,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20973,13.154304,33,2.2954276,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20973,25.660597,38,2.370723,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20973,11.522659,42,1.3120805,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20973,44.019573,47,1.2414432,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20972,22.395056,12,2.6694212,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20972,10.961762,17,1.554947,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20972,41.02016,22,1.8999321,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20972,12.747013,28,1.3840164,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20972,36.480278,33,2.752694,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20972,43.55274,38,2.9965055,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20972,21.72459,44,2.8836174,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20971,26.07968,20,2.4435458,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20971,31.578115,24,2.715299,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20971,39.50938,29,2.4641676,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20971,45.48301,33,2.1440737,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20971,37.70039,38,1.7291876,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20971,10.798741,42,1.5754055,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20971,42.40559,47,1.6399817,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20970,22.663088,15,2.914622,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20970,44.686775,20,1.5384122,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20970,31.215384,25,2.398435,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20970,33.06982,31,1.2996887,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20970,31.03858,36,1.6210458,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20970,48.60974,41,2.1656237,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20970,43.805515,47,1.9811261,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20969,16.102911,18,2.3529592,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20969,41.799915,23,1.9195237,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20969,17.6656,28,2.7847264,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20969,25.053593,33,1.5407848,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20969,30.395094,38,2.5824256,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20969,22.7571,43,2.286002,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20969,45.784843,49,1.3251165,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20968,45.459816,14,1.9116342,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20968,42.230556,19,2.171163,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20968,42.350147,24,1.110305,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20968,47.54997,30,2.132897,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20968,13.713106,35,2.666447,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20968,24.24341,40,2.8109233,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20968,13.961709,46,2.0521712,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20967,40.15419,10,2.433011,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20967,34.632088,15,2.310894,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20967,25.193077,20,1.4652325,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20967,27.871315,25,1.6056238,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20967,10.025514,30,2.1535203,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20967,41.64641,35,1.420971,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20967,36.454666,41,1.7604402,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20966,40.435326,20,2.8624995,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20966,28.116299,24,2.0843527,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20966,33.255997,29,2.4780364,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20966,13.114185,34,2.780067,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20966,34.764595,39,1.1011809,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20966,45.45816,44,2.4593985,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20966,21.141403,49,1.4501398,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20965,18.403019,18,1.1216059,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20965,18.420122,23,1.9735476,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20965,35.72922,28,2.5032842,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20965,41.602497,34,1.5827018,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20965,20.04776,39,2.4640598,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20965,30.790894,44,1.765279,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20965,14.323478,50,1.642326,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20964,42.76625,11,1.8335118,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20964,24.556225,16,1.7867773,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20964,40.51876,22,2.273419,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20964,33.55976,28,2.8905902,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20964,38.256786,33,1.8860606,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20964,47.066055,39,1.7635978,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20964,24.166515,45,1.744804,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20963,39.58979,10,1.563728,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20963,13.4958515,15,2.3094287,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20963,15.693041,20,2.006275,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20963,14.330542,26,1.465481,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20963,34.76591,31,1.9867803,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20963,31.686785,36,1.3629417,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20963,14.396884,42,2.2140632,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20962,43.252663,16,1.1298077,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20962,40.102295,20,2.6681216,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20962,13.338521,25,2.4147658,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20962,48.255558,30,1.6561587,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20962,14.647482,35,2.0151565,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20962,16.490124,40,1.0642879,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20962,44.904766,45,2.1899025,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20961,46.705376,15,2.7856553,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20961,21.553007,20,1.7264593,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20961,16.66254,26,2.9172652,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20961,36.851818,31,1.4870265,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20961,40.356716,37,2.8669765,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20961,38.566093,42,2.639917,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20961,37.33435,48,2.7357821,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20960,48.639904,15,2.8395076,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20960,17.385813,20,1.7647954,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20960,43.726357,25,2.2846653,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20960,42.426636,30,1.8954917,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20960,41.5234,35,2.8389492,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20960,11.375475,40,2.7740796,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20960,17.041754,45,1.9148768,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20959,25.497286,13,2.579822,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20959,35.198093,19,1.6051561,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20959,11.148707,25,2.6753137,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20959,17.40334,31,1.4498061,2022-12-11 13:20:15.698
2022-12-08 13:00:00+00:00,20959,40.697765,37,1.5517819,2022-12-11 13:20:15.698
2022-12-09 13:00:00+00:00,20959,47.740334,43,2.466433,2022-12-11 13:20:15.698
2022-12-10 13:00:00+00:00,20959,19.19494,50,2.0462282,2022-12-11 13:20:15.698
2022-12-04 13:00:00+00:00,20958,49.525784,15,2.5888386,2022-12-11 13:20:15.698
2022-12-05 13:00:00+00:00,20958,36.96795,19,1.7099646,2022-12-11 13:20:15.698
2022-12-06 13:00:00+00:00,20958,36.183853,24,1.847755,2022-12-11 13:20:15.698
2022-12-07 13:00:00+00:00,20958,42.028755,28,2.2256312,2022-12-11 13:20:15.698
