order_id,driver_id,customer_id,order_is_success,event_timestamp
199,50956,20659,0,2022-12-04 05:49:53.910000-08:00
200,50130,20331,0,2022-12-04 13:50:24.151000+00:00
201,50673,20959,0,2022-12-04 13:50:54.393000+00:00
202,50154,20451,1,2022-12-04 14:51:24.634000+01:00
203,50205,20458,1,2022-12-04 05:51:54.876000-08:00
204,50459,20729,0,2022-12-04 13:52:25.117000+00:00
205,50143,20290,1,2022-12-04 13:52:55.359000+00:00
206,50206,20310,1,2022-12-04 14:53:25.600000+01:00
207,50166,20477,0,2022-12-04 05:53:55.842000-08:00
208,50290,20972,1,2022-12-04 13:54:26.083000+00:00
209,50522,20132,0,2022-12-04 13:54:56.325000+00:00
210,50890,20067,1,2022-12-04 14:55:26.566000+01:00
211,50280,20524,1,2022-12-04 05:55:56.808000-08:00
212,50393,20156,0,2022-12-04 13:56:27.049000+00:00
213,50107,20230,1,2022-12-04 13:56:57.291000+00:00
214,50378,20540,0,2022-12-04 14:57:27.532000+01:00
215,50036,20168,0,2022-12-04 05:57:57.774000-08:00
216,50094,20198,0,2022-12-04 13:58:28.015000+00:00
217,50995,20689,0,2022-12-04 13:58:58.257000+00:00
218,50336,20540,1,2022-12-04 14:59:28.498000+01:00
219,50904,20769,1,2022-12-04 05:59:58.740000-08:00
220,50725,20561,1,2022-12-04 14:00:28.981000+00:00
221,50548,20075,0,2022-12-04 14:00:59.223000+00:00
222,50847,20792,1,2022-12-04 15:01:29.464000+01:00
223,50327,20308,1,2022-12-04 06:01:59.706000-08:00
224,50299,20763,1,2022-12-04 14:02:29.947000+00:00
225,50858,20611,1,2022-12-04 14:03:00.189000+00:00
226,50667,20882,0,2022-12-04 15:03:30.431000+01:00
227,50282,20248,0,2022-12-04 06:04:00.672000-08:00
228,50862,20282,0,2022-12-04 14:04:30.914000+00:00
229,50719,20895,1,2022-12-04 14:05:01.155000+00:00
230,50368,20026,1,2022-12-04 15:05:31.397000+01:00
231,50184,20274,1,2022-12-04 06:06:01.638000-08:00
232,50778,20411,1,2022-12-04 14:06:31.880000+00:00
233,50028,20957,1,2022-12-04 14:07:02.121000+00:00
234,50544,20566,0,2022-12-04 15:07:32.363000+01:00
235,50143,20419,0,2022-12-04 06:08:02.604000-08:00
236,50675,20685,0,2022-12-04 14:08:32.846000+00:00
237,50747,20333,0,2022-12-04 14:09:03.087000+00:00
238,50866,20149,0,2022-12-04 15:09:33.329000+01:00
239,50787,20238,0,2022-12-04 06:10:03.570000-08:00
240,50395,20383,1,2022-12-04 14:10:33.812000+00:00
241,50529,20891,1,2022-12-04 14:11:04.053000+00:00
242,50268,20761,1,2022-12-04 15:11:34.295000+01:00
243,50182,20751,1,2022-12-04 06:12:04.536000-08:00
244,50046,20836,1,2022-12-04 14:12:34.778000+00:00
245,50147,20819,0,2022-12-04 14:13:05.019000+00:00
246,50079,20124,1,2022-12-04 15:13:35.261000+01:00
247,50890,20114,0,2022-12-04 06:14:05.502000-08:00
248,50673,20929,1,2022-12-04 14:14:35.744000+00:00
249,50505,20281,1,2022-12-04 14:15:05.985000+00:00
250,50394,20704,0,2022-12-04 15:15:36.227000+01:00
251,50495,20003,0,2022-12-04 06:16:06.468000-08:00
252,50955,20152,0,2022-12-04 14:16:36.710000+00:00
253,50984,20661,1,2022-12-04 14:17:06.951000+00:00
254,50297,20032,0,2022-12-04 15:17:37.193000+01:00
255,50356,20713,1,2022-12-04 06:18:07.434000-08:00
256,50631,20550,0,2022-12-04 14:18:37.676000+00:00
257,50937,20815,1,2022-12-04 14:19:07.917000+00:00
258,50008,20716,1,2022-12-04 15:19:38.159000+01:00
259,50121,20380,1,2022-12-04 06:20:08.400000-08:00
260,50569,20512,1,2022-12-04 14:20:38.642000+00:00
261,50887,20954,1,2022-12-04 14:21:08.883000+00:00
262,50013,20709,0,2022-12-04 15:21:39.125000+01:00
263,50902,20916,1,2022-12-04 06:22:09.366000-08:00
264,50860,20707,1,2022-12-04 14:22:39.608000+00:00
265,50094,20871,0,2022-12-04 14:23:09.849000+00:00
266,50759,20507,1,2022-12-04 15:23:40.091000+01:00
267,50166,20004,1,2022-12-04 06:24:10.333000-08:00
268,50696,20488,1,2022-12-04 14:24:40.574000+00:00
269,50812,20225,0,2022-12-04 14:25:10.816000+00:00
270,50840,20490,1,2022-12-04 15:25:41.057000+01:00
271,50415,20959,1,2022-12-04 06:26:11.299000-08:00
272,50139,20224,1,2022-12-04 14:26:41.540000+00:00
273,50300,20891,1,2022-12-04 14:27:11.782000+00:00
274,50942,20989,1,2022-12-04 15:27:42.023000+01:00
275,50500,20381,0,2022-12-04 06:28:12.265000-08:00
276,50144,20583,0,2022-12-04 14:28:42.506000+00:00
277,50267,20267,0,2022-12-04 14:29:12.748000+00:00
278,50010,20994,1,2022-12-04 15:29:42.989000+01:00
279,50921,20958,1,2022-12-04 06:30:13.231000-08:00
280,50636,20642,1,2022-12-04 14:30:43.472000+00:00
281,50168,20842,1,2022-12-04 14:31:13.714000+00:00
282,50445,20271,0,2022-12-04 15:31:43.955000+01:00
283,50479,20405,1,2022-12-04 06:32:14.197000-08:00
284,50502,20777,0,2022-12-04 14:32:44.438000+00:00
285,50055,20440,1,2022-12-04 14:33:14.680000+00:00
286,50196,20332,1,2022-12-04 15:33:44.921000+01:00
287,50998,20234,0,2022-12-04 06:34:15.163000-08:00
288,50218,20394,0,2022-12-04 14:34:45.404000+00:00
289,50944,20315,1,2022-12-04 14:35:15.646000+00:00
290,50093,20491,0,2022-12-04 15:35:45.887000+01:00
291,50961,20411,0,2022-12-04 06:36:16.129000-08:00
292,50581,20241,1,2022-12-04 14:36:46.370000+00:00
293,50562,20534,0,2022-12-04 14:37:16.612000+00:00
294,50736,20075,1,2022-12-04 15:37:46.853000+01:00
295,50196,20485,0,2022-12-04 06:38:17.095000-08:00
296,50130,20966,0,2022-12-04 14:38:47.336000+00:00
297,50662,20859,1,2022-12-04 14:39:17.578000+00:00
298,50069,20723,0,2022-12-04 15:39:47.819000+01:00
299,50027,20103,0,2022-12-04 06:40:18.061000-08:00
300,50273,20417,1,2022-12-04 14:40:48.302000+00:00
301,50573,20257,0,2022-12-04 14:41:18.544000+00:00
302,50693,20691,1,2022-12-04 15:41:48.785000+01:00
303,50432,20130,1,2022-12-04 06:42:19.027000-08:00
304,50771,20519,0,2022-12-04 14:42:49.268000+00:00
305,50992,20669,1,2022-12-04 14:43:19.510000+00:00
306,50645,20513,1,2022-12-04 15:43:49.751000+01:00
307,50100,20566,0,2022-12-04 06:44:19.993000-08:00
308,50590,20372,1,2022-12-04 14:44:50.235000+00:00
309,50360,20061,0,2022-12-04 14:45:20.476000+00:00
310,50314,20997,0,2022-12-04 15:45:50.718000+01:00
311,50563,20715,1,2022-12-04 06:46:20.959000-08:00
312,50018,20556,1,2022-12-04 14:46:51.201000+00:00
313,50366,20851,0,2022-12-04 14:47:21.442000+00:00
314,50238,20699,1,2022-12-04 15:47:51.684000+01:00
315,50221,20838,0,2022-12-04 06:48:21.925000-08:00
316,50398,20192,1,2022-12-04 14:48:52.167000+00:00
317,50927,20543,1,2022-12-04 14:49:22.408000+00:00
318,50382,20528,0,2022-12-04 15:49:52.650000+01:00
319,50205,20528,0,2022-12-04 06:50:22.891000-08:00
320,50180,20362,1,2022-12-04 14:50:53.133000+00:00
321,50341,20044,0,2022-12-04 14:51:23.374000+00:00
322,50507,20622,0,2022-12-04 15:51:53.616000+01:00
323,50964,20423,1,2022-12-04 06:52:23.857000-08:00
324,50979,20088,1,2022-12-04 14:52:54.099000+00:00
325,50444,20918,0,2022-12-04 14:53:24.340000+00:00
326,50884,20852,0,2022-12-04 15:53:54.582000+01:00
327,50048,20445,0,2022-12-04 06:54:24.823000-08:00
328,50217,20501,0,2022-12-04 14:54:55.065000+00:00
329,50802,20716,1,2022-12-04 14:55:25.306000+00:00
330,50998,20476,1,2022-12-04 15:55:55.548000+01:00
331,50769,20556,0,2022-12-04 06:56:25.789000-08:00
332,50498,20528,0,2022-12-04 14:56:56.031000+00:00
333,50267,20321,1,2022-12-04 14:57:26.272000+00:00
334,50947,20601,0,2022-12-04 15:57:56.514000+01:00
335,50329,20240,0,2022-12-04 06:58:26.755000-08:00
336,50344,20037,0,2022-12-04 14:58:56.997000+00:00
337,50634,20872,0,2022-12-04 14:59:27.238000+00:00
338,50585,20631,0,2022-12-04 15:59:57.480000+01:00
339,50895,20876,0,2022-12-04 07:00:27.721000-08:00
340,50507,20755,0,2022-12-04 15:00:57.963000+00:00
341,50718,20518,1,2022-12-04 15:01:28.204000+00:00
342,50918,20057,0,2022-12-04 16:01:58.446000+01:00
343,50803,20823,0,2022-12-04 07:02:28.687000-08:00
344,50365,20857,0,2022-12-04 15:02:58.929000+00:00
345,50672,20841,0,2022-12-04 15:03:29.170000+00:00
346,50356,20493,1,2022-12-04 16:03:59.412000+01:00
347,50431,20401,0,2022-12-04 07:04:29.653000-08:00
348,50417,20522,0,2022-12-04 15:04:59.895000+00:00
349,50490,20956,0,2022-12-04 15:05:30.137000+00:00
350,50521,20597,0,2022-12-04 16:06:00.378000+01:00
351,50376,20879,1,2022-12-04 07:06:30.620000-08:00
352,50677,20849,1,2022-12-04 15:07:00.861000+00:00
353,50919,20459,0,2022-12-04 15:07:31.103000+00:00
354,50198,20094,0,2022-12-04 16:08:01.344000+01:00
355,50920,20602,0,2022-12-04 07:08:31.586000-08:00
356,50749,20142,0,2022-12-04 15:09:01.827000+00:00
357,50804,20078,0,2022-12-04 15:09:32.069000+00:00
358,50379,20666,0,2022-12-04 16:10:02.310000+01:00
359,50701,20332,0,2022-12-04 07:10:32.552000-08:00
360,50407,20427,0,2022-12-04 15:11:02.793000+00:00
361,50312,20462,0,2022-12-04 15:11:33.035000+00:00
362,50470,20139,0,2022-12-04 16:12:03.276000+01:00
363,50612,20136,1,2022-12-04 07:12:33.518000-08:00
364,50529,20734,0,2022-12-04 15:13:03.759000+00:00
365,50826,20534,1,2022-12-04 15:13:34.001000+00:00
366,50756,20011,1,2022-12-04 16:14:04.242000+01:00
367,50887,20360,0,2022-12-04 07:14:34.484000-08:00
368,50638,20508,1,2022-12-04 15:15:04.725000+00:00
369,50354,20509,0,2022-12-04 15:15:34.967000+00:00
370,50725,20750,1,2022-12-04 16:16:05.208000+01:00
371,50741,20076,1,2022-12-04 07:16:35.450000-08:00
372,50347,20421,1,2022-12-04 15:17:05.691000+00:00
373,50275,20577,0,2022-12-04 15:17:35.933000+00:00
374,50309,20471,0,2022-12-04 16:18:06.174000+01:00
375,50080,20315,0,2022-12-04 07:18:36.416000-08:00
376,50062,20176,1,2022-12-04 15:19:06.657000+00:00
377,50699,20058,0,2022-12-04 15:19:36.899000+00:00
378,50364,20166,1,2022-12-04 16:20:07.140000+01:00
379,50943,20268,0,2022-12-04 07:20:37.382000-08:00
380,50008,20310,0,2022-12-04 15:21:07.623000+00:00
381,50274,20228,1,2022-12-04 15:21:37.865000+00:00
382,50844,20513,1,2022-12-04 16:22:08.106000+01:00
383,50712,20501,0,2022-12-04 07:22:38.348000-08:00
384,50354,20949,0,2022-12-04 15:23:08.589000+00:00
385,50031,20005,1,2022-12-04 15:23:38.831000+00:00
386,50106,20947,0,2022-12-04 16:24:09.072000+01:00
387,50409,20299,0,2022-12-04 07:24:39.314000-08:00
388,50742,20622,1,2022-12-04 15:25:09.555000+00:00
389,50798,20706,1,2022-12-04 15:25:39.797000+00:00
390,50950,20139,1,2022-12-04 16:26:10.039000+01:00
391,50363,20830,1,2022-12-04 07:26:40.280000-08:00
392,50420,20788,1,2022-12-04 15:27:10.522000+00:00
393,50077,20423,1,2022-12-04 15:27:40.763000+00:00
394,50991,20719,1,2022-12-04 16:28:11.005000+01:00
395,50915,20296,0,2022-12-04 07:28:41.246000-08:00
396,50070,20324,1,2022-12-04 15:29:11.488000+00:00
397,50471,20740,0,2022-12-04 15:29:41.729000+00:00
398,50158,20050,1,2022-12-04 16:30:11.971000+01:00
399,50485,20598,1,2022-12-04 07:30:42.212000-08:00
400,50364,20589,0,2022-12-04 15:31:12.454000+00:00
401,50326,20959,1,2022-12-04 15:31:42.695000+00:00
402,50241,20037,1,2022-12-04 16:32:12.937000+01:00
403,50907,20073,1,2022-12-04 07:32:43.178000-08:00
404,50737,20800,0,2022-12-04 15:33:13.420000+00:00
405,50709,20683,1,2022-12-04 15:33:43.661000+00:00
406,50622,20032,1,2022-12-04 16:34:13.903000+01:00
407,50217,20248,0,2022-12-04 07:34:44.144000-08:00
408,50860,20720,0,2022-12-04 15:35:14.386000+00:00
409,50260,20065,1,2022-12-04 15:35:44.627000+00:00
410,50938,20054,0,2022-12-04 16:36:14.869000+01:00
411,50908,20076,1,2022-12-04 07:36:45.110000-08:00
412,50321,20075,1,2022-12-04 15:37:15.352000+00:00
413,50400,20096,1,2022-12-04 15:37:45.593000+00:00
414,50098,20591,1,2022-12-04 16:38:15.835000+01:00
415,50521,20000,0,2022-12-04 07:38:46.076000-08:00
416,50094,20092,1,2022-12-04 15:39:16.318000+00:00
417,50366,20504,0,2022-12-04 15:39:46.559000+00:00
418,50396,20843,0,2022-12-04 16:40:16.801000+01:00
419,50336,20872,0,2022-12-04 07:40:47.042000-08:00
420,50908,20017,0,2022-12-04 15:41:17.284000+00:00
421,50567,20789,0,2022-12-04 15:41:47.525000+00:00
422,50156,20517,0,2022-12-04 16:42:17.767000+01:00
423,50600,20987,0,2022-12-04 07:42:48.008000-08:00
424,50936,20239,0,2022-12-04 15:43:18.250000+00:00
425,50600,20111,0,2022-12-04 15:43:48.491000+00:00
426,50910,20588,1,2022-12-04 16:44:18.733000+01:00
427,50158,20825,0,2022-12-04 07:44:48.974000-08:00
428,50308,20268,1,2022-12-04 15:45:19.216000+00:00
429,50879,20640,1,2022-12-04 15:45:49.457000+00:00
430,50432,20435,0,2022-12-04 16:46:19.699000+01:00
431,50977,20716,1,2022-12-04 07:46:49.940000-08:00
432,50341,20023,0,2022-12-04 15:47:20.182000+00:00
433,50745,20684,0,2022-12-04 15:47:50.424000+00:00
434,50216,20936,1,2022-12-04 16:48:20.665000+01:00
435,50429,20254,1,2022-12-04 07:48:50.907000-08:00
436,50456,20394,1,2022-12-04 15:49:21.148000+00:00
437,50536,20178,0,2022-12-04 15:49:51.390000+00:00
438,50803,20923,1,2022-12-04 16:50:21.631000+01:00
439,50780,20848,1,2022-12-04 07:50:51.873000-08:00
440,50853,20105,0,2022-12-04 15:51:22.114000+00:00
441,50228,20748,1,2022-12-04 15:51:52.356000+00:00
442,50840,20321,0,2022-12-04 16:52:22.597000+01:00
443,50153,20326,1,2022-12-04 07:52:52.839000-08:00
444,50376,20881,1,2022-12-04 15:53:23.080000+00:00
445,50025,20857,1,2022-12-04 15:53:53.322000+00:00
446,50558,20995,0,2022-12-04 16:54:23.563000+01:00
447,50996,20727,0,2022-12-04 07:54:53.805000-08:00
448,50673,20309,1,2022-12-04 15:55:24.046000+00:00
449,50746,20759,1,2022-12-04 15:55:54.288000+00:00
450,50201,20025,1,2022-12-04 16:56:24.529000+01:00
451,50753,20762,1,2022-12-04 07:56:54.771000-08:00
452,50510,20893,0,2022-12-04 15:57:25.012000+00:00
453,50209,20891,0,2022-12-04 15:57:55.254000+00:00
454,50712,20628,0,2022-12-04 16:58:25.495000+01:00
455,50968,20671,0,2022-12-04 07:58:55.737000-08:00
456,50056,20917,1,2022-12-04 15:59:25.978000+00:00
457,50689,20112,0,2022-12-04 15:59:56.220000+00:00
458,50177,20826,1,2022-12-04 17:00:26.461000+01:00
459,50379,20337,0,2022-12-04 08:00:56.703000-08:00
460,50309,20232,0,2022-12-04 16:01:26.944000+00:00
461,50145,20711,0,2022-12-04 16:01:57.186000+00:00
462,50732,20165,1,2022-12-04 17:02:27.427000+01:00
463,50493,20225,0,2022-12-04 08:02:57.669000-08:00
464,50420,20027,0,2022-12-04 16:03:27.910000+00:00
465,50811,20568,0,2022-12-04 16:03:58.152000+00:00
466,50932,20475,1,2022-12-04 17:04:28.393000+01:00
467,50269,20433,0,2022-12-04 08:04:58.635000-08:00
468,50222,20523,1,2022-12-04 16:05:28.876000+00:00
469,50331,20147,1,2022-12-04 16:05:59.118000+00:00
470,50872,20470,1,2022-12-04 17:06:29.359000+01:00
471,50170,20231,0,2022-12-04 08:06:59.601000-08:00
472,50655,20534,0,2022-12-04 16:07:29.842000+00:00
473,50248,20856,0,2022-12-04 16:08:00.084000+00:00
474,50529,20385,0,2022-12-04 17:08:30.326000+01:00
475,50521,20661,1,2022-12-04 08:09:00.567000-08:00
476,50036,20911,0,2022-12-04 16:09:30.809000+00:00
477,50998,20272,0,2022-12-04 16:10:01.050000+00:00
478,50503,20760,1,2022-12-04 17:10:31.292000+01:00
479,50871,20372,1,2022-12-04 08:11:01.533000-08:00
480,50270,20387,0,2022-12-04 16:11:31.775000+00:00
481,50792,20577,1,2022-12-04 16:12:02.016000+00:00
482,50670,20991,0,2022-12-04 17:12:32.258000+01:00
483,50970,20116,0,2022-12-04 08:13:02.499000-08:00
484,50121,20636,1,2022-12-04 16:13:32.741000+00:00
485,50480,20692,1,2022-12-04 16:14:02.982000+00:00
486,50258,20860,0,2022-12-04 17:14:33.224000+01:00
487,50200,20644,0,2022-12-04 08:15:03.465000-08:00
488,50363,20484,1,2022-12-04 16:15:33.707000+00:00
489,50091,20540,1,2022-12-04 16:16:03.948000+00:00
490,50993,20721,0,2022-12-04 17:16:34.190000+01:00
491,50063,20727,0,2022-12-04 08:17:04.431000-08:00
492,50921,20984,0,2022-12-04 16:17:34.673000+00:00
493,50226,20856,1,2022-12-04 16:18:04.914000+00:00
494,50613,20217,1,2022-12-04 17:18:35.156000+01:00
495,50701,20900,0,2022-12-04 08:19:05.397000-08:00
496,50330,20678,1,2022-12-04 16:19:35.639000+00:00
497,50782,20312,0,2022-12-04 16:20:05.880000+00:00
498,50296,20286,1,2022-12-04 17:20:36.122000+01:00
499,50739,20172,0,2022-12-04 08:21:06.363000-08:00
500,50843,20743,0,2022-12-04 16:21:36.605000+00:00
501,50465,20310,1,2022-12-04 16:22:06.846000+00:00
502,50377,20899,0,2022-12-04 17:22:37.088000+01:00
503,50319,20547,1,2022-12-04 08:23:07.329000-08:00
504,50907,20574,0,2022-12-04 16:23:37.571000+00:00
505,50414,20654,0,2022-12-04 16:24:07.812000+00:00
506,50569,20199,1,2022-12-04 17:24:38.054000+01:00
507,50979,20286,1,2022-12-04 08:25:08.295000-08:00
508,50022,20344,1,2022-12-04 16:25:38.537000+00:00
509,50592,20147,1,2022-12-04 16:26:08.778000+00:00
510,50766,20944,0,2022-12-04 17:26:39.020000+01:00
511,50832,20855,0,2022-12-04 08:27:09.261000-08:00
512,50144,20182,0,2022-12-04 16:27:39.503000+00:00
513,50765,20492,0,2022-12-04 16:28:09.744000+00:00
514,50282,20469,0,2022-12-04 17:28:39.986000+01:00
515,50773,20251,1,2022-12-04 08:29:10.228000-08:00
516,50176,20275,0,2022-12-04 16:29:40.469000+00:00
517,50545,20653,1,2022-12-04 16:30:10.711000+00:00
518,50164,20007,1,2022-12-04 17:30:40.952000+01:00
519,50895,20557,1,2022-12-04 08:31:11.194000-08:00
520,50788,20165,1,2022-12-04 16:31:41.435000+00:00
521,50490,20931,0,2022-12-04 16:32:11.677000+00:00
522,50838,20765,1,2022-12-04 17:32:41.918000+01:00
523,50038,20515,0,2022-12-04 08:33:12.160000-08:00
524,50009,20755,0,2022-12-04 16:33:42.401000+00:00
525,50522,20455,0,2022-12-04 16:34:12.643000+00:00
526,50392,20335,0,2022-12-04 17:34:42.884000+01:00
527,50622,20726,1,2022-12-04 08:35:13.126000-08:00
528,50340,20175,1,2022-12-04 16:35:43.367000+00:00
529,50191,20018,1,2022-12-04 16:36:13.609000+00:00
530,50707,20332,1,2022-12-04 17:36:43.850000+01:00
531,50847,20397,0,2022-12-04 08:37:14.092000-08:00
532,50656,20647,0,2022-12-04 16:37:44.333000+00:00
533,50411,20816,1,2022-12-04 16:38:14.575000+00:00
534,50268,20502,0,2022-12-04 17:38:44.816000+01:00
535,50605,20810,0,2022-12-04 08:39:15.058000-08:00
536,50881,20317,0,2022-12-04 16:39:45.299000+00:00
537,50135,20217,0,2022-12-04 16:40:15.541000+00:00
538,50013,20609,0,2022-12-04 17:40:45.782000+01:00
539,50694,20135,1,2022-12-04 08:41:16.024000-08:00
540,50005,20906,1,2022-12-04 16:41:46.265000+00:00
541,50610,20672,0,2022-12-04 16:42:16.507000+00:00
542,50186,20510,0,2022-12-04 17:42:46.748000+01:00
543,50050,20781,0,2022-12-04 08:43:16.990000-08:00
544,50867,20317,0,2022-12-04 16:43:47.231000+00:00
545,50171,20090,0,2022-12-04 16:44:17.473000+00:00
546,50265,20834,0,2022-12-04 17:44:47.714000+01:00
547,50172,20255,0,2022-12-04 08:45:17.956000-08:00
548,50319,20254,1,2022-12-04 16:45:48.197000+00:00
549,50040,20222,0,2022-12-04 16:46:18.439000+00:00
550,50994,20582,1,2022-12-04 17:46:48.680000+01:00
551,50490,20594,1,2022-12-04 08:47:18.922000-08:00
552,50356,20642,0,2022-12-04 16:47:49.163000+00:00
553,50589,20848,0,2022-12-04 16:48:19.405000+00:00
554,50237,20361,0,2022-12-04 17:48:49.646000+01:00
555,50970,20018,1,2022-12-04 08:49:19.888000-08:00
556,50486,20530,0,2022-12-04 16:49:50.130000+00:00
557,50099,20826,1,2022-12-04 16:50:20.371000+00:00
558,50146,20549,0,2022-12-04 17:50:50.613000+01:00
559,50659,20751,0,2022-12-04 08:51:20.854000-08:00
560,50443,20552,0,2022-12-04 16:51:51.096000+00:00
561,50521,20833,1,2022-12-04 16:52:21.337000+00:00
562,50259,20616,0,2022-12-04 17:52:51.579000+01:00
563,50656,20776,1,2022-12-04 08:53:21.820000-08:00
